ID,SMILES,IC50,pIC50,bioactivity,bio_code,bio_code2,Target.ChEMBL.ID,Target.Name,Document.ChEMBL.ID,Assay.Description,Document.Journal,Document.Year,Molecular.Weight,AlogP
CHEMBL78629,O=C(NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O)OCc1ccccc1,0.2512,9.6,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122914,Compound was evaluated for inhibition of porcine plasma Angiotensin I converting enzyme by using fluorometric assay,J. Med. Chem.,1985,642.67,1.55
CHEMBL78726,C[C@H](NC(CCc1ccc(O)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.818,8.55,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122915,Inhibitory activity against porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1985,437.5,1.87
CHEMBL78731,C[C@H](NC(CCC(=O)Nc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,5.248,8.28,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,319.36,-0.25
CHEMBL78780,C[C@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,4900,5.31,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,541.67,2.01
CHEMBL78805,C[C@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,10232.93,4.99,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,486.66,3.18
CHEMBL78812,CC(C)[C@H](NC(=O)CCS)C(=O)O,1584.89,5.8,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,434.43,2.21
CHEMBL78903,C[C@@]1(CCS)C(=O)N2CC=C[C@@H](C(=O)O)N2C1=O,100,7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,423.64,4.84
CHEMBL78953,C[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,52480.75,4.28,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1128468,Biological activity was measured against Angiotensin I converting enzyme,J. Med. Chem.,1995,280.32,0.49
CHEMBL78996,CC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,389.05,6.41,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,358.44,1.96
CHEMBL79016,C[C@H](NC(=O)CCS)C(=O)N1CCC[C@H]1C(=O)O,2570.4,5.59,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,448.46,2.61
CHEMBL79131,C[C@H](NP(=O)(O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,40.74,7.39,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,383.58,3.91
CHEMBL79189,C[C@H](CS)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,19.95,7.7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,356.51,2.12
CHEMBL79190,O=C(O)[C@@H]1CCCN2C(=O)C[C@@H](CS)C(=O)N12,70.79,7.15,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,357.5,2.45
CHEMBL79212,C[C@H](NC(CCN)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,323.59,6.49,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,384.57,2.9
CHEMBL80055,Cc1ccc(CSC[C@@H](NC(=O)[C@@H](CS)Cc2ccccc2)C(=O)O)cc1C,460,6.34,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,338.45,1.93
CHEMBL80147,C[C@H](NCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,5754.4,5.24,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127412,Inhibition against ACE.,J. Med. Chem.,1994,294.35,0.88
CHEMBL80193,C[C@H](NC(CCc1ccccc1)C(N)=O)C(=O)N1CCC[C@H]1C(=O)O,25703.96,4.59,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1128468,Biological activity was measured against Angiotensin I converting enzyme,J. Med. Chem.,1995,360.42,-0.34
CHEMBL80240,Cc1ccc(N(CC(=O)O)C(=O)C(C)N)cc1,2570.4,5.59,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,406.38,1.58
CHEMBL80242,O=C(O)C[C@H](NC(=O)CS)C(=O)O,77624.71,4.11,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,496.5,3.11
CHEMBL80384,O=C(CS)N[C@@H](CS)C(=O)O,19054.61,4.72,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,410.56,1.51
CHEMBL80503,O=C(N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O)C1CCCN1C(=O)OCc1ccccc1,2511.89,5.6,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127412,Inhibition against ACE.,J. Med. Chem.,1994,303.36,1.26
CHEMBL80548,NCC(=O)N1CCC[C@H]1C(=O)O,446683.59,3.35,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1128468,Biological activity was measured against Angiotensin I converting enzyme,J. Med. Chem.,1995,275.31,0.63
CHEMBL80646,C[C@H](NC(CCc1ccccc1)P(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)O,51.29,7.29,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,391.54,1.46
CHEMBL80657,CN(C(=O)CCS)[C@@H](Cc1ccccc1)C(=O)O,30902.95,4.51,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,496.5,3.19
CHEMBL80665,C[C@H](NC(CCC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.2291,9.64,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122915,Inhibitory activity against porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1985,657.69,0.97
CHEMBL80667,O=C(CCS)OC(Cc1ccccc1)C(=O)O,707.95,6.15,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,369.55,3.74
CHEMBL80729,O=C(O)CCC(=O)CCS,2398.83,5.62,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,532.53,3.95
CHEMBL80779,C[C@H](NC(CCc1cccc2ccccc12)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.096,8.96,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,443.53,3.14
CHEMBL80906,O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,10,8,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,229.23,0.32
CHEMBL80939,O=C(O)[C@@H]1C=CCn2c(=O)n(CS)c(=O)n21,707.95,6.15,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,383.58,4.13
CHEMBL80981,CC(C)(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,38018.94,4.42,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,412.49,2.55
CHEMBL838,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1.7,8.77,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,279.36,1.59
CHEMBL8486,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,52480.75,4.28,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,397.37,1.03
CHEMBL85175,O=C(O)CN1CCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,700,6.16,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,397.61,4.52
CHEMBL858,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,14000,4.85,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,440.48,2.6
CHEMBL86518,O=C(O)CN1CCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,4.8,8.32,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,333.39,0.14
CHEMBL86891,O=C(O)CN1CCC(NC(CCc2ccccc2)C(=O)O)C1=O,19000,4.72,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,482.47,2.8
CHEMBL86915,O=C(O)CN1CCCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,1300,5.89,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,372.36,0.94
CHEMBL88328,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,253,6.6,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,397.61,4.38
CHEMBL89547,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)O,696,6.16,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,439.34,2.66
CHEMBL89563,CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,25,7.6,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,327.47,2.36
CHEMBL90069,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,21877.62,4.66,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,512.5,2.81
CHEMBL90545,CC[C@@H](C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,50,7.3,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,381.44,3.07
CHEMBL91090,CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,3700,5.43,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1128468,Biological activity was measured against Angiotensin I converting enzyme,J. Med. Chem.,1995,252.27,-0.15
CHEMBL91160,NC(N)=NCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,15848.93,4.8,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,426.51,2.94
CHEMBL91218,C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,660,6.18,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,355.53,3.01
CHEMBL91399,Cc1ccccc1C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,498,6.3,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,355.53,3.18
CHEMBL91623,C[C@H](CS)C(=O)N1C[C@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,18,7.75,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,369.55,3.35
CHEMBL91777,CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1700,5.77,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203023,Inhibition of ACE,J. Med. Chem.,2011,436.51,2.7
CHEMBL91792,C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,10000,5,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,377.4,0.4
CHEMBL92126,C[C@H](N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O)P(=O)(O)O,44,7.36,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,389.54,3.72
CHEMBL92326,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NCP(=O)(O)O,53,7.28,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154514,Inhibition of angiotensin-converting enzyme in whole blood by HPLC,Bioorg. Med. Chem. Lett.,2009,331.43,2.19
CHEMBL92632,CC(C)[C@H](N[C@@H](C)C(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,23,7.64,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1159033,Inhibition of ACE,J. Nat. Prod.,1992,260.2,1.77
CHEMBL92949,CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,240,6.62,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,412.51,2.47
CHEMBL93167,CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(C2CCCCC2)cc1)C(=O)O,122,6.91,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1156603,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,339.48,2.89
CHEMBL93180,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccccc1)NCP(=O)(O)O,117,6.93,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1156603,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,381.56,4.01
CHEMBL93562,CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](CCc1ccccc1)C(=O)O,100,7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1156603,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,389.54,4.04
CHEMBL93785,COc1ccccc1C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,160,6.8,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1156603,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,409.62,4.44
CHEMBL94016,C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,87096.36,4.06,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,405.45,1.38
CHEMBL94173,CC[C@H](C)C(N[C@@H](C)C(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,22,7.66,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1156603,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,353.51,3.2
CHEMBL95564,C[C@H](CC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,1,9,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,516.58,4.18
CHEMBL99701,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,1.7,8.77,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,476.51,3.83
CHEMBL99798,CC(C)C[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,2.1,8.68,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,377.44,2.03
